store_no,customers_unique,Store Name,Address
4619,1,,
11941,1,,
32586,1,,
23144,1,,
34469,1,,
7765,1,,
19386,1,,
4572,1,,
22982,1,,
1660,1,,
4738,1,,
5029,1,,
39048,1,,
24206,1,,
7686,1,,
1500,1,,
369,1,,
59,1,,
35329,1,,
426,1,,
4493,1,,
16040,1,,
10160,1,,
33670,1,,
384810,1,,
4970,1,,
303,1,,
23633,1,,
13318,1,,
2202,1,,
22201,1,,
3398,1,,
7610,1,,
4100,1,,
35939,1,,
1325,1,,
4975,1,,
12282,1,,
2067591,1,,
25831,1,,
35658,1,,
11525,1,,
361,1,,
35803,1,,
22135,1,,
270,1,,
8048,1,,
33596,1,,
37718,1,,
32214,1,,
54179,1,,
10069,1,,
23327,1,,
24322,1,,
23392,1,,
14434,1,,
496,1,,
1708,1,,
12714,1,,
11852,1,,
5335,1,,
3350,1,,
5727,1,,
32645,1,,
5171,1,,
15146,1,,
7005,1,,
2642,1,,
4394,1,,
6963,1,,
11163,1,,
1316,1,,
5054,1,,
2030,1,,
463,1,,
9067,1,,
9000,1,,
1250,1,,
13036,1,,
723833,1,,
1214,1,,
11078,1,,
4595110,1,,
4077,1,,
4017,1,,
7949,1,,
484,1,,
23594,1,,
2018,1,,
7985,1,,
1362,1,,
322,1,,
6529,1,,
1353,1,,
1027,1,,
17010,1,,
1483,1,,
20283,1,,
4688,1,,
4078,1,,
12230,1,,
11663,1,,
961,1,,
24113,1,,
21800,1,,
23481,1,,
1178,1,,
2907,1,,
3850,1,,
7446,1,,
4909,1,,
10950,1,,
7991,1,,
8453,1,,
1445,1,,
17690,1,,
20085,1,,
6431,1,,
10327,1,,
353,1,,
4650,1,,
17,1,,
7887,1,,
6902,1,,
10254,1,,
735,1,,
6036,1,,
1638,1,,
4935,1,,
9717,1,,
316,1,,
4969,1,,
4612,1,,
7461,1,,
18408,1,,
35919,1,,
3750,1,,
2057,1,,
8044,1,,
6770,1,,
6975,1,,
2980,1,,
6840,1,,
7165,1,,
20236,1,,
11804,1,,
23555,1,,
17892,1,,
12280,1,,
777,1,,
29811,1,,
2402884,1,,
6195,1,,
21854,1,,
7474,1,,
6247,1,,
629,1,,
12396,1,,
10230,1,,
14593,1,,
4934,1,,
784,1,,
761,1,,
4496,1,,
5731,1,,
32681,1,,
235,1,,
33080,1,,
6711,1,,
21201,1,,
10738,1,,
10146,1,,
2367,1,,
11727,1,,
31444,1,,
568,1,,
9074,1,,
27,1,,
37287,1,,
31333,1,,
912,1,,
843862,1,,
15712,1,,
164203,1,,
5316,1,,
6,1,,
5006,1,,
4794,1,,
39370,1,,
2424,1,,
29380,1,,
320,1,,
27663,1,,
13853,1,,
10729,1,,
34939,1,,
3564,1,,
18298,1,,
7658,1,,
7966,1,,
33324,1,,
7030,1,,
608,1,,
2065,1,,
7930,1,,
17555,1,,
3545,1,,
32439,1,,
6569,1,,
5000,1,,
25330,1,,
15250,1,,
35416,1,,
3961,1,,
9103,1,,
2028,1,,
5027,1,,
16834,1,,
2887,1,,
2108,1,,
43,1,,
1298,1,,
7698,1,,
8208,1,,
18160,1,,
19910,1,,
474,1,,
9166,1,,
77,1,,
5791,1,,
862135,1,,
23311,1,,
4431,1,,
1716,1,,
23670,1,,
20575,1,,
37702,1,,
13418,1,,
2787,1,,
6832,1,,
13366,1,,
11446,1,,
6683,1,,
1737,1,,
2180,1,,
15472,1,,
10862,1,,
5738,1,,
35855,1,,
282,1,,
11492,1,,
255,1,,
25824,1,,
4375,1,,
12375,1,,
35038,1,,
3784,1,,
13328,1,,
44313,1,,
29868,1,,
1361,1,,
4104,1,,
35402,1,,
10982,1,,
8259,1,,
50,1,,
6352,1,,
37954,1,,
12221,1,,
760,1,,
32310,1,,
33272,1,,
7754,1,,
2239,1,,
3415,1,,
12209,1,,
37876,1,,
1531,1,,
9023,1,,
20706,1,,
F 70,1,,
2594,1,,
24707,1,,
17738,1,,
3137,1,,
3487,1,,
5812,1,,
22381,1,,
10894,1,,
11377,1,,
780,1,,
11844,1,,
5900,1,,
1636,1,,
950865,1,,
24051,1,,
5577,1,,
6603,1,,
14063,1,,
11430,1,,
23438,1,,
5674,1,,
29261,1,,
507,1,,
4362,1,,
12412,1,,
54,1,,
9207,1,,
2912,1,,
1619,1,,
3928,1,,
36225,1,,
11041,1,,
24635,1,,
3637,1,,
4199,1,,
416,1,,
4876,1,,
4815,1,,
7111,1,,
11029,1,,
18603,1,,
18950,1,,
7650,1,,
54189,1,,
1007,1,,
785,1,,
11534,1,,
17859,1,,
2270,1,,
2833,1,,
3094,1,,
12252,1,,
36102,1,,
24345,1,,
34406,1,,
7582,1,,
10836,1,,
7078,1,,
27439,1,,
2104,1,,
736,1,,
289,1,,
2686,1,,
6081,1,,
5863,1,,
17564,1,,
12958,1,,
34743,1,,
31423,1,,
6535,1,,
29838,1,,
12360,1,,
13555,1,,
2044,1,,
21501,1,,
19,1,,
6830,1,,
17883,1,,
53,1,,
23303,1,,
14060,1,,
35374,1,,
4793,1,,
12464,1,,
3766,1,,
32753,1,,
32,1,,
4556,1,,
7029,1,,
4638,1,,
3059,1,,
33166,1,,
3592,1,,
7453,1,,
910,1,,
20177,1,,
2459,1,,
13001,1,,
13781,1,,
5005,1,,
19866,1,,
3474,1,,
9082,1,,
3358,1,,
15350,1,,
7468,1,,
27008,1,,
4635,1,,
10252,1,,
14307,1,,
4183,1,,
5799,1,,
13841,1,,
33153,1,,
6018,1,,
6705,1,,
35966,1,,
37303,1,,
26722,1,,
23510,1,,
17342,1,,
25,1,,
302,1,,
6183,1,,
22787,1,,
9059098,1,,
6046,1,,
33176,1,,
2548,1,,
9726,1,,
1230,1,,
9113,1,,
11559,1,,
12297,1,,
9236,1,,
2304,1,,
2665,1,,
761,1,,
11679,1,,
3543,1,,
7780,1,,
273,1,,
11234,1,,
831,1,,
25273,1,,
4248011,1,,
6545,1,,
10250,1,,
846,1,,
11279,1,,
24487,1,,
36313,1,,
3631,1,,
2755,1,,
16,1,,
9713,1,,
892,1,,
4265,1,,
5804,1,,
29632,1,,
20876,1,,
4022,1,,
370,1,,
6926,1,,
35497,1,,
36029,1,,
4453,1,,
13725,1,,
23787,1,,
2319,1,,
5787,1,,
609,1,,
11847,1,,
675023,1,,
5764,1,,
2313,1,,
126,1,,
7076,1,,
27834,1,,
26825,1,,
4030,1,,
19282,1,,
20382,1,,
444,1,,
13643,1,,
3447,1,,
5174,1,,
13058,1,,
6483,1,,
35617,1,,
23156,1,,
7159,1,,
31761,1,,
32610,1,,
285,1,,
7731,1,,
3030,1,,
23758,1,,
13064,1,,
21,1,,
7277,1,,
80653,1,,
345,1,,
7131,1,,
17332,1,,
33275,1,,
6446,1,,
768,1,,
11063,1,,
6,1,,
2016,1,,
78,1,,
7648,1,,
14581,1,,
23763,1,,
274,1,,
23396,1,,
2121,1,,
1192,1,,
434,1,,
5936,1,,
213,1,,
10517,1,,
13648,1,,
1218,1,,
10260,1,,
3082,1,,
154,1,,
11550,1,,
29195,1,,
17547,1,,
50,1,,
1283,1,,
3613,1,,
35243,1,,
27201,1,,
5957,1,,
7299,1,,
20522,1,,
29735,1,,
13405,1,,
11711,1,,
8061,1,,
1156,1,,
37565,1,,
2053,1,,
789,1,,
11478,1,,
4233,1,,
1279,1,,
6310,1,,
7554,1,,
27721,1,,
29631,1,,
38072,1,,
30736,1,,
10204,1,,
35215,1,,
22198,1,,
7104,1,,
36148,1,,
353185,1,,
13375,1,,
25118,1,,
5023,1,,
23299,1,,
1566,1,,
6037,1,,
3152,1,,
27351,1,,
11245,1,,
124,1,,
11089,1,,
3972,1,,
11164,1,,
6539,1,,
8027,1,,
5790,1,,
1762,1,,
986611,1,,
256308,1,,
15546,1,,
26482,1,,
11190,1,,
12655,1,,
7542,1,,
3681,1,,
13805,1,,
7004,1,,
6216,1,,
7741,1,,
31928,1,,
7024,1,,
5606,1,,
55,1,,
25652,1,,
1864,1,,
17563,1,,
11185,1,,
4369,1,,
6243,1,,
23817,1,,
348,1,,
10928,1,,
3803,1,,
36399,1,,
31461,1,,
10318,1,,
1661,1,,
3154,1,,
1394,1,,
305,1,,
4179,1,,
23441,1,,
4044,1,,
7050,1,,
1355,1,,
1080,1,,
5638,1,,
299,1,,
31485,1,,
3944,1,,
11934,1,,
1621,1,,
5515,1,,
724,1,,
23781,1,,
34961,1,,
3091,1,,
23194,1,,
1466,1,,
1776,1,,
4865,1,,
28014,1,,
12658,1,,
31,1,,
12233,1,,
3674,1,,
1375,1,,
18112,1,,
31789,1,,
15236,1,,
6564,1,,
1814,1,,
80,1,,
7036,1,,
13589,1,,
12751,1,,
14936,1,,
2161,1,,
20918,1,,
32876,1,,
12020,1,,
11555,1,,
482,1,,
1639,1,,
3250,1,,
13944,1,,
3857,1,,
13536,1,,
5292,1,,
12047,1,,
12321,1,,
2628,1,,
7989,1,,
36094,1,,
14997,1,,
1194,1,,
9009,1,,
14679,1,,
27696,1,,
13651,1,,
18799,1,,
27525,1,,
12325,1,,
3293,1,,
24646,1,,
5853,1,,
13461,1,,
524,1,,
2926,1,,
7295,1,,
8030,1,,
2223,1,,
11719,1,,
35456,1,,
6218,1,,
5762,1,,
10735,1,,
13838,1,,
36492,1,,
4116,1,,
11889,1,,
1598,1,,
1205,1,,
22657,1,,
17594,1,,
35179,1,,
10849,1,,
4595117,1,,
38520,1,,
9013,1,,
5346,1,,
11142,1,,
36804,1,,
17291,1,,
14425,1,,
26517,1,,
7691,1,,
5501,1,,
34796,1,,
14499,1,,
3086,1,,
35775,1,,
7876,1,,
1553,1,,
638540,1,,
2929,1,,
26250,1,,
1114,1,,
2918,1,,
11316,1,,
2144,1,,
7121,1,,
5395,1,,
17465,1,,
2350,1,,
613,1,,
13569,1,,
14547,1,,
17875,1,,
4373,1,,
3793,1,,
11931,1,,
14296,1,,
5235,1,,
12565,1,,
26160,1,,
7951,1,,
1101,1,,
1339,1,,
28414,1,,
9712,1,,
1115,1,,
36213,1,,
11177,1,,
1564,1,,
16133,1,,
1373,1,,
10515,1,,
39434,1,,
11075,1,,
20090,1,,
22,1,,
35723,1,,
32884,1,,
4589,1,,
1697,1,,
7464,1,,
7532,1,,
14957,1,,
22667,1,,
6647,1,,
25290,1,,
287,1,,
25534,1,,
13085,1,,
16312,1,,
10319,1,,
13765,1,,
19606,1,,
6125,1,,
16884,1,,
2272,1,,
1279,1,,
7156,1,,
3065,1,,
14204,1,,
27549,1,,
4716,1,,
27923,1,,
20,1,,
7201,1,,
3769,1,,
23664,1,,
5241,1,,
10074,1,,
1213,1,,
64,1,,
19470,1,,
28413,1,,
35714,1,,
13403,1,,
23318,1,,
21058,1,,
4396,1,,
4042,1,,
1775,1,,
F 24399,1,,
36156,1,,
21132,1,,
4440,1,,
41,1,,
5090,1,,
25184,1,,
24570,1,,
280,1,,
37692,1,,
8,1,,
5997,1,,
1978,1,,
38997,1,,
2765,1,,
25680,1,,
2900,1,,
21851,1,,
11458,1,,
37030,1,,
17443,1,,
31994,1,,
6763,1,,
309,1,,
1439,1,,
4034,1,,
36814,1,,
2840,1,,
31379,1,,
8084,1,,
1987,1,,
947,1,,
6123,1,,
9150,1,,
13825,1,,
3084,1,,
12847,1,,
21383,1,,
201,1,,
2497,1,,
3606,1,,
11085,1,,
9152,1,,
2396,1,,
27512,1,,
2987,1,,
13132,1,,
22086,1,,
23307,1,,
32517,1,,
17997,1,,
2294,1,,
9129,1,,
2903,1,,
3956,1,,
11095,1,,
12082,1,,
10222,1,,
10138,1,,
35869,1,,
689,1,,
1890,1,,
1723,1,,
975,1,,
2923,1,,
9102,1,,
380,1,,
2652,1,,
866,1,,
5990,1,,
17662,1,,
10837,1,,
98,1,,
1718,1,,
6024,1,,
37235,1,,
4014,1,,
9174,1,,
26411,1,,
209,1,,
14708,1,,
2867,1,,
951173,1,,
25849,1,,
647,1,,
23689,1,,
262,1,,
10579,1,,
2287,1,,
1933,1,,
9122,1,,
29689,1,,
1260,1,,
2712,1,,
6949,1,,
5801,1,,
23659,1,,
4845,1,,
665,1,,
1140,1,,
1376,1,,
24659,1,,
32831,1,,
5473,1,,
17705,1,,
5128,1,,
11780,1,,
927,1,,
4830,1,,
20165,1,,
162,1,,
36186,1,,
240,1,,
36912,1,,
25933,1,,
1841,1,,
4227,1,,
1081,1,,
563,1,,
6112,1,,
15921,1,,
613,1,,
11026,1,,
32609,1,,
5517,1,,
1413,1,,
19044,1,,
10491,1,,
10680,1,,
11364,1,,
22074,1,,
5176,1,,
21647,1,,
4720,1,,
32605,1,,
5387,1,,
2502,1,,
12479,1,,
11332,1,,
7231,1,,
8212,1,,
8884,1,,
7412,1,,
5845,1,,
10826,1,,
7379,1,,
893,1,,
468,1,,
12225,1,,
16379,1,,
25162,1,,
31820,1,,
4790,1,,
34598,1,,
1530,1,,
28199,1,,
3809,1,,
4545,1,,
17014,1,,
5021,1,,
7140,1,,
34937,1,,
6837,1,,
224180,1,,
1070,1,,
1868,1,,
29882,1,,
812,1,,
5659,1,,
875,1,,
2079,1,,
1795,1,,
17199,1,,
15714,1,,
4707,1,,
9032,1,,
1682,1,,
2251,1,,
32041,1,,
11068,1,,
34609,1,,
5919,1,,
32332,1,,
14416,1,,
12171,1,,
6090,1,,
28059,1,,
15023,1,,
25936,1,,
491,1,,
37117,1,,
13471,1,,
10367,1,,
885,1,,
22032,1,,
F 11750,1,,
1322,1,,
11010,1,,
4351796,1,,
6774,1,,
446,1,,
12088,1,,
25720,1,,
6019,1,,
7485,1,,
12869,1,,
27968,1,,
33806,1,,
5149,1,,
55,1,,
4,1,,
5688,1,,
3085,1,,
14217,1,,
7704,1,,
1770,1,,
3264,1,,
25733,1,,
24077,1,,
30461,1,,
7689,1,,
7397,1,,
4623,1,,
31056,1,,
4011,1,,
6512,1,,
5405,1,,
5441,1,,
27760,1,,
6253,1,,
559,1,,
11630,1,,
4112,1,,
1683,1,,
37852,1,,
2264,1,,
355,1,,
480,1,,
1486,1,,
6860,1,,
284,1,,
2267,1,,
10986,1,,
30338,1,,
12195,1,,
5358,1,,
39386,1,,
30769,1,,
12289,1,,
22347,1,,
7382,1,,
4230,1,,
11312,1,,
653,1,,
5805,1,,
3286,1,,
438,1,,
28762,1,,
11414,1,,
726,1,,
2221,1,,
6978,1,,
23366,1,,
10413,1,,
7333,1,,
26545,1,,
12037,1,,
5,1,,
2493634,1,,
25813,1,,
10016,1,,
21835,1,,
5237,1,,
2402779,1,,
36569,1,,
1444,1,,
965,1,,
4844,1,,
18290,1,,
6653,1,,
309,1,,
10245,1,,
11325,1,,
506,1,,
2067617,1,,
2861,1,,
10625,1,,
10267,1,,
5823,1,,
22114,1,,
10816,1,,
7266,1,,
14406,1,,
3709,1,,
15449,1,,
601,1,,
12386,1,,
7062,1,,
1478,1,,
349,1,,
25738,1,,
533,1,,
32084,1,,
25953,1,,
6825,1,,
34862,1,,
19956,1,,
14641,1,,
17554,1,,
11105,1,,
31931,1,,
5736,1,,
14,1,,
23402,1,,
12238,1,,
4,1,,
2974807,1,,
2305,1,,
3491,1,,
4035,1,,
32752,1,,
31872,1,,
19491,1,,
20050,1,,
1235,1,,
1679,1,,
33412,1,,
1823,1,,
6022,1,,
548,1,,
4952,1,,
6016,1,,
6325,1,,
711117,1,,
12494,1,,
14154,1,,
7897,1,,
28288,1,,
6026,1,,
1379,1,,
3529,1,,
2737,1,,
36398,1,,
31442,1,,
12042,1,,
25828,1,,
4781,1,,
2478,1,,
11917,1,,
11972,1,,
21142,1,,
626,1,,
987,1,,
7304,1,,
14,1,,
17677,1,,
218,1,,
34154,1,,
6630,1,,
313,1,,
19871,1,,
11227,1,,
23556,1,,
15173,1,,
9021,1,,
17445,1,,
27545,1,,
37008,1,,
Villagio,1,,
6981,1,,
11376,1,,
13556,1,,
5437,1,,
10765,1,,
2402891,1,,
27434,1,,
10377,1,,
11935,1,,
1527,1,,
87,1,,
25467,1,,
7995,1,,
35857,1,,
5233,1,,
1870,1,,
7675,1,,
10200,1,,
1867,1,,
12341,1,,
10686,1,,
5548,1,,
16426,1,,
6450,1,,
2901,1,,
8449,1,,
23,1,,
1123,1,,
297,1,,
2026,1,,
14328,1,,
3421,1,,
7347,1,,
31426,1,,
2603,1,,
36310,1,,
5883,1,,
35178,1,,
15315,1,,
8127,1,,
3812,1,,
5599,1,,
1874,1,,
351,1,,
15844,1,,
4053,1,,
4800,1,,
3184,1,,
12207,1,,
17806,1,,
7816,1,,
17115,1,,
44,1,,
27262,1,,
14630,1,,
4662,1,,
3217,1,,
21583,1,,
4012,1,,
35749,1,,
11509,1,,
35988,1,,
18910,1,,
7594,1,,
9057,1,,
556,1,,
4167,1,,
6789,1,,
14749,1,,
7460,1,,
36482,1,,
757,1,,
21331,1,,
13080,1,,
8070,1,,
23009,1,,
7369,1,,
17694,1,,
8031,1,,
1596,1,,
37029,1,,
14351,1,,
11058,1,,
31338,1,,
717567,1,,
6639,1,,
415,1,,
214,1,,
10496,1,,
7105,1,,
11919,1,,
26463,1,,
1115,1,,
264,1,,
12744,1,,
5687,1,,
13372,1,,
611,1,,
23721,1,,
12660,1,,
745,1,,
2011,1,,
2976,1,,
4971,1,,
18,1,,
6941,1,,
31757,1,,
6749,1,,
6286,1,,
2292,1,,
39639,1,,
11153,1,,
3425,1,,
1608,1,,
5361,1,,
4090,1,,
36792,1,,
7336,1,,
7787,1,,
11873,1,,
11090,1,,
9059,1,,
948,1,,
56,1,,
3128,1,,
4839,1,,
1173,1,,
12414,1,,
6380,1,,
3067,1,,
6041,1,,
101310,1,,
7042,1,,
SPINNEYS.DXB,1,,
15273,1,,
20480,1,,
11794,1,,
4846,1,,
1246,1,,
4023,1,,
341351,1,,
2738,1,,
6678,1,,
4592,1,,
5509,1,,
836,1,,
133,1,,
13371,1,,
1033,1,,
1039,1,,
11963,1,,
18091,1,,
4201409,1,,
8131,1,,
37082,1,,
13880,1,,
394,1,,
13848,1,,
2552,1,,
35879,1,,
13139,1,,
